"A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age","id"
1,6,2,5,2,5,4,1,4,6,5,6,1,2,1,4,5,5,6,2,2,4,5,6,2,2,4,37,"65114"
1,2,3,4,2,5,4,4,4,4,4,5,3,2,4,2,2,2,2,2,4,3,5,6,4,2,3,19,"65117"
2,4,6,5,1,,6,5,5,4,3,2,5,5,5,3,3,3,,4,6,3,6,4,2,1,2,20,"65121"
5,4,1,4,3,6,3,4,5,5,1,2,2,5,5,1,3,1,1,3,6,1,6,6,3,2,4,44,"65122"
2,6,6,4,5,6,6,6,2,1,1,2,4,5,5,2,3,4,1,2,5,2,5,6,1,2,3,31,"65124"
5,5,5,6,6,6,6,5,2,1,2,1,6,6,6,1,2,3,3,2,6,2,6,5,3,2,3,22,"65126"
6,2,6,6,6,5,5,6,6,5,4,4,6,5,4,1,2,1,2,4,6,4,4,4,4,1,3,20,"65129"
2,6,6,6,6,4,3,,6,6,1,5,5,6,3,1,4,2,4,1,3,6,5,5,6,1,4,22,"65130"
2,4,5,6,5,5,5,5,1,2,1,2,4,6,5,1,2,2,2,3,5,3,4,5,3,2,3,19,"65140"
3,5,4,5,3,3,2,2,5,6,5,6,2,3,2,3,3,4,5,5,4,2,5,6,2,2,3,19,"65142"
1,6,6,6,5,6,5,5,2,6,1,1,2,5,5,3,4,5,2,6,5,3,2,5,2,2,3,40,"65144"
1,5,5,6,4,6,5,5,1,3,3,4,3,3,6,4,5,4,3,2,4,2,4,5,2,2,5,30,"65147"
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,53,"65150"
2,6,6,6,6,3,2,2,4,6,4,4,6,5,5,1,1,1,3,1,6,2,5,6,6,1,3,20,"65151"
2,4,5,6,6,5,3,5,2,2,2,4,4,3,6,2,3,2,3,1,4,2,4,5,,1,4,70,"65152"
1,6,6,5,5,5,3,5,2,2,2,2,5,6,6,1,5,1,3,1,6,2,5,5,1,2,4,56,"65156"
1,6,5,4,5,2,2,3,5,4,1,1,4,6,3,6,6,5,2,5,4,2,4,4,5,2,2,31,"65157"
4,4,3,4,2,5,5,5,2,3,5,3,3,3,5,2,3,4,4,2,5,3,3,4,3,1,3,20,"65162"
3,4,3,2,2,5,5,5,2,5,6,6,2,1,5,5,5,2,6,4,6,1,5,6,1,2,2,25,"65163"
3,5,3,5,3,4,2,4,5,2,2,3,4,4,6,5,5,5,5,5,4,1,4,2,2,2,3,20,"65164"
2,5,6,5,6,5,4,3,3,4,1,1,5,6,4,2,4,2,3,2,4,4,5,5,2,2,3,31,"65166"
3,3,,,5,1,,,,1,,1,,5,2,,5,5,,,,1,,1,,2,,13,"65168"
1,5,5,4,5,4,5,4,2,2,3,1,5,5,5,2,2,1,5,2,4,1,5,6,2,2,4,27,"65169"
3,3,5,5,5,1,6,6,2,1,1,1,1,5,2,5,5,5,4,3,5,1,1,1,1,2,,13,"65170"
3,5,5,4,4,4,3,4,3,3,3,2,3,5,3,2,4,3,3,3,4,4,4,5,4,2,3,31,"65172"
4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,3,3,5,4,5,4,4,5,3,3,2,3,21,"65173"
1,6,6,6,6,5,4,6,2,4,5,1,6,5,6,2,3,3,4,4,5,1,5,4,1,2,3,20,"65174"
1,4,5,6,5,3,4,2,2,2,5,4,5,4,4,1,3,2,2,5,6,2,4,5,2,2,3,18,"65175"
3,,1,4,5,3,2,3,3,3,5,3,4,2,3,2,2,1,1,3,3,1,2,2,4,1,3,18,"65179"
1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,3,5,5,3,1,5,2,6,6,1,2,2,24,"65180"
1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,1,1,1,1,2,4,2,2,2,4,2,3,45,"65185"
3,6,6,5,6,4,4,3,4,1,3,5,4,5,6,2,5,4,1,2,6,3,5,4,1,1,1,40,"65186"
1,6,6,1,6,5,4,5,4,5,3,6,5,6,5,4,6,3,5,5,4,3,5,6,2,1,5,28,"65188"
4,3,4,4,1,6,4,5,5,5,6,6,4,5,5,1,3,1,4,1,6,1,6,6,1,1,2,24,"65190"
4,6,6,6,2,5,6,6,1,1,4,3,6,4,6,2,1,5,5,1,6,1,6,6,1,1,1,25,"65191"
2,4,5,4,1,4,4,4,5,4,1,2,4,6,5,4,5,5,3,3,2,2,4,5,4,2,2,20,"65193"
2,5,5,6,5,4,5,4,3,4,2,2,4,5,4,5,5,4,4,3,5,2,5,4,3,1,1,15,"65195"
2,5,3,4,3,5,3,2,4,4,1,2,4,5,5,2,2,2,5,4,5,3,4,2,3,2,3,19,"65196"
1,5,5,6,5,4,5,4,4,5,3,2,4,5,5,4,5,4,5,4,5,2,6,6,1,2,5,39,"65197"
1,6,6,6,6,5,5,4,2,2,2,1,3,6,5,2,1,1,1,1,5,2,4,5,3,1,4,39,"65199"
3,5,4,3,4,4,5,5,4,2,2,3,,5,4,4,2,2,5,4,4,3,4,3,3,2,2,19,"65201"
2,5,4,5,5,5,5,2,3,2,1,3,4,6,5,4,5,5,3,3,2,3,3,4,2,2,2,19,"65202"
4,3,6,6,6,5,5,5,3,4,6,1,6,6,6,5,3,5,4,2,5,6,5,6,4,1,3,23,"65204"
3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,2,2,1,1,1,6,3,5,4,2,1,1,17,"65206"
1,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,3,3,3,1,5,4,5,4,2,2,5,43,"65207"
2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,3,3,2,2,2,5,1,5,2,3,1,3,20,"65212"
2,2,6,2,6,4,4,5,2,6,4,5,5,6,5,6,6,5,4,6,5,4,5,4,6,1,3,19,"65213"
1,6,6,6,6,5,5,4,5,4,2,1,5,6,5,1,2,6,5,5,6,1,6,6,1,2,1,62,"65215"
3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,5,6,6,4,4,6,3,5,6,2,2,3,20,"65220"
3,5,1,3,4,5,5,3,4,5,5,6,3,4,3,5,6,5,4,4,5,1,6,6,1,2,4,22,"65223"
4,4,4,2,4,6,6,6,2,2,5,5,3,5,6,3,5,2,2,4,4,3,3,3,3,2,2,21,"65224"
2,6,6,6,6,4,5,5,1,2,2,3,5,4,5,4,5,5,3,4,5,3,5,5,1,2,3,23,"65229"
5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,4,4,5,2,2,5,3,5,6,4,2,3,18,"65230"
4,4,5,1,5,4,3,3,5,5,1,1,6,6,6,3,2,3,1,3,6,1,5,5,1,2,3,18,"65232"
4,6,5,6,6,4,3,4,3,4,3,6,1,4,5,4,6,6,6,4,5,6,4,6,3,1,3,19,"65235"
2,5,5,4,5,4,3,3,2,2,4,4,5,5,4,3,3,2,5,2,6,6,5,2,2,1,3,18,"65236"
3,4,4,4,4,4,4,5,2,3,3,4,,4,4,4,3,1,3,2,4,4,3,3,3,1,5,22,"65237"
1,6,5,5,6,6,6,6,1,1,2,1,5,2,6,1,1,2,2,1,4,1,6,2,1,1,4,24,"65238"
2,6,6,6,1,5,5,2,2,6,5,6,5,1,6,4,5,5,6,6,4,1,5,6,1,2,3,23,"65240"
1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,2,2,1,2,5,5,4,4,2,2,3,22,"65241"
2,5,2,6,,1,6,1,1,5,3,5,2,5,4,1,3,1,4,1,6,3,4,6,1,1,3,18,"65245"
3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,6,6,6,5,5,4,5,4,2,2,2,3,34,"65247"
1,4,2,6,5,5,5,3,2,5,3,6,5,4,5,1,4,2,2,2,5,4,5,5,2,1,5,43,"65249"
5,5,2,5,2,5,4,4,2,4,5,3,4,4,2,2,2,2,4,2,5,2,5,4,2,1,5,33,"65252"
3,3,5,1,5,5,5,4,1,4,2,1,5,4,5,2,5,4,4,1,5,2,5,4,1,2,2,25,"65254"
5,6,5,6,4,6,5,4,1,1,3,2,,5,4,1,1,2,2,1,6,1,6,6,1,1,1,18,"65255"
3,3,1,1,3,5,5,4,2,5,3,6,4,2,6,3,3,3,3,4,2,2,5,4,2,2,,25,"65256"
2,5,5,5,4,4,4,6,1,5,4,3,1,4,5,4,5,4,5,5,4,2,5,5,2,2,5,38,"65257"
1,6,6,6,6,6,6,6,1,1,1,3,6,6,6,6,5,6,6,1,6,4,5,6,1,2,4,22,"65258"
4,5,5,5,6,5,4,4,2,2,2,2,4,6,5,1,4,2,2,1,4,2,5,2,2,2,3,39,"65260"
1,5,5,5,6,5,5,3,3,4,2,1,5,5,5,5,6,5,3,3,4,5,5,5,3,2,3,34,"65262"
1,5,6,6,6,5,6,6,2,1,4,2,6,5,5,1,1,1,2,1,5,2,6,2,3,2,5,54,"65266"
2,5,5,6,5,5,5,6,2,2,2,2,2,5,5,2,1,1,2,2,5,2,2,5,2,1,3,56,"65267"
1,5,4,5,4,5,6,6,3,6,2,5,4,5,3,2,3,5,5,6,6,2,5,6,1,2,3,21,"65268"
1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,3,3,5,4,5,5,3,5,6,5,2,5,30,"65271"
3,6,3,4,3,5,2,4,5,2,5,5,2,3,3,5,4,4,3,6,4,5,4,5,6,1,4,22,"65273"
1,4,5,4,5,5,6,3,1,3,3,1,6,6,6,3,2,2,2,4,5,4,5,2,2,2,5,31,"65274"
2,5,5,6,2,6,5,4,4,6,2,2,2,3,2,2,1,3,2,4,3,2,2,4,3,2,3,17,"65275"
2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,4,4,2,5,1,5,6,2,2,5,24,"65278"
2,5,5,5,5,5,2,2,3,2,3,4,4,5,5,3,3,4,4,4,4,3,3,4,5,2,5,23,"65279"
3,5,2,2,5,2,3,5,1,2,2,2,3,2,4,2,2,5,2,2,4,2,1,2,3,1,1,21,"65281"
2,2,2,5,5,6,6,5,1,4,2,3,3,2,4,4,4,2,1,3,6,2,4,1,1,1,3,26,"65282"
4,4,3,2,5,5,4,4,2,5,5,4,4,3,2,2,4,5,4,5,4,2,5,6,1,2,4,21,"65285"
,6,5,6,6,6,5,5,1,2,2,2,4,5,6,2,1,2,3,2,5,1,6,6,1,2,4,50,"65286"
4,6,4,6,3,5,2,3,5,4,1,1,4,4,5,4,4,4,4,5,6,2,4,5,1,2,2,35,"65288"
1,6,6,4,6,2,4,4,1,2,2,1,6,6,4,1,1,1,1,1,3,1,2,1,,2,2,72,"65289"
1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,2,4,4,2,4,2,4,5,6,2,3,39,"65291"
2,5,4,5,5,4,3,4,4,3,3,4,1,2,5,4,4,4,4,4,4,2,4,6,3,2,2,40,"65295"
2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,1,4,1,4,1,2,4,5,3,5,2,3,41,"65296"
2,4,3,6,4,4,2,2,1,5,1,1,3,6,2,3,4,4,4,3,4,1,2,2,2,2,,14,"65297"
1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,3,4,2,2,2,6,1,4,4,2,2,4,40,"65299"
1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,3,3,1,1,6,1,6,5,1,1,1,36,"65300"
5,4,4,4,3,4,2,2,4,4,2,2,5,4,4,2,2,1,3,1,5,1,6,4,2,1,1,24,"65301"
4,5,4,5,5,5,5,6,4,4,4,6,4,2,3,1,1,1,1,2,6,2,5,6,2,1,1,19,"65307"
5,2,1,2,5,2,4,3,4,5,2,5,2,3,5,4,5,5,5,6,3,1,6,6,1,2,4,22,"65309"
1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,6,6,2,4,38,"65311"
1,4,4,6,4,6,6,5,1,5,5,5,4,3,6,5,5,4,5,6,4,1,3,6,2,1,,16,"65313"
2,6,4,5,5,5,6,5,1,4,2,5,5,4,6,6,6,5,,6,4,3,6,5,1,2,3,20,"65314"
3,3,4,2,4,5,4,5,3,5,6,5,3,3,4,3,4,4,4,6,3,5,4,5,4,2,4,20,"65316"
2,4,4,5,4,2,2,4,4,5,4,3,4,5,4,1,3,2,2,1,5,1,4,6,1,2,3,32,"65319"
2,6,4,6,5,2,5,2,4,5,3,2,4,5,5,5,4,5,4,6,5,4,3,3,5,1,4,23,"65320"
2,2,4,5,2,6,6,5,2,3,6,5,6,1,2,5,5,4,5,4,6,1,6,6,1,1,2,20,"65322"
2,5,5,2,5,3,2,4,3,4,2,2,4,5,5,3,4,3,3,2,5,3,4,5,3,2,4,28,"65326"
2,5,5,5,5,6,5,4,3,4,2,4,4,5,3,4,4,4,4,4,4,4,4,5,3,2,3,20,"65327"
1,6,5,6,5,3,4,5,5,5,3,5,4,5,5,2,4,3,3,2,5,3,4,2,3,2,3,20,"65332"
1,6,6,6,5,6,5,5,1,3,3,2,3,6,4,4,4,4,2,3,4,1,5,5,2,2,5,48,"65335"
2,5,5,2,5,3,2,5,3,4,2,2,4,5,5,2,4,1,2,2,4,2,4,5,2,2,4,28,"65342"
2,5,5,2,5,3,3,5,3,4,2,2,5,5,5,2,4,1,2,2,4,2,4,5,2,2,4,28,"65343"
2,6,5,3,5,3,3,4,2,4,2,1,5,5,5,2,4,1,2,2,5,2,4,6,2,2,4,28,"65344"
2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,2,2,2,5,2,4,6,2,2,4,28,"65346"
3,4,4,5,5,5,4,2,2,5,2,4,2,4,4,4,4,4,5,3,4,4,5,4,3,2,3,29,"65347"
1,4,4,4,4,5,3,4,3,2,3,1,3,5,5,2,3,4,2,3,5,2,4,4,2,1,4,28,"65348"
3,5,6,5,5,5,6,3,2,5,1,4,6,4,6,4,4,5,6,2,5,1,6,6,1,2,3,21,"65349"
5,5,2,5,3,6,6,5,1,1,3,4,3,3,5,4,5,2,4,1,3,2,4,6,2,2,5,26,"65352"
1,5,5,6,6,5,2,2,2,3,2,2,5,6,5,2,3,2,2,1,5,5,5,3,5,1,3,40,"65353"
1,6,5,5,5,5,2,5,1,4,2,1,3,5,4,2,4,4,2,4,5,2,5,6,2,2,2,25,"65356"
3,3,4,3,4,5,5,3,3,5,3,5,3,3,2,5,5,6,4,4,5,2,6,5,1,1,1,23,"65359"
1,6,3,5,4,5,2,4,3,5,6,3,2,3,1,1,2,1,2,3,5,2,3,5,2,1,3,19,"65361"
4,2,4,5,4,4,4,5,,1,5,4,1,3,2,,2,1,3,4,5,1,4,2,,1,3,39,"65362"
1,6,5,4,6,5,4,4,5,6,4,4,4,3,5,2,5,1,2,4,6,6,5,4,2,2,5,53,"65363"
2,5,6,6,6,6,5,4,5,5,1,2,3,6,3,4,1,6,6,2,5,1,4,2,5,1,4,21,"65370"
1,6,6,4,6,6,6,5,1,5,1,4,6,4,5,5,5,6,4,5,6,1,6,6,1,2,5,31,"65372"
1,6,6,6,5,5,4,5,1,1,4,4,4,5,4,4,4,4,4,2,5,1,4,5,2,2,3,29,"65374"
1,6,6,6,5,6,6,6,2,1,4,4,4,5,5,1,4,1,1,1,6,2,5,6,1,2,4,50,"65377"
5,4,2,5,3,5,6,6,1,2,3,2,4,5,4,2,5,2,3,1,6,1,5,4,1,1,4,54,"65378"
5,2,1,2,2,4,6,6,1,5,1,6,2,5,2,6,6,6,6,6,6,3,5,6,1,2,,18,"65381"
5,6,6,6,6,6,6,6,1,3,4,3,5,6,5,1,5,4,4,3,5,2,5,6,1,2,3,21,"65382"
1,6,4,5,6,2,3,3,4,6,2,4,4,6,2,1,1,1,1,4,3,2,5,6,2,1,3,22,"65385"
2,5,4,6,4,2,1,2,4,5,4,4,4,4,3,2,3,2,3,2,3,3,4,3,2,2,5,32,"65386"
3,5,6,6,5,3,6,6,1,1,1,1,6,5,3,1,1,2,2,1,6,1,6,2,1,2,3,46,"65387"
1,6,6,5,6,6,6,6,1,1,6,4,5,5,6,6,6,5,6,5,3,4,6,6,1,2,3,40,"65388"
1,6,6,6,6,5,5,5,1,1,3,2,5,5,4,1,1,2,2,1,5,1,5,5,1,2,5,52,"65391"
4,3,3,5,1,3,5,2,5,5,1,1,4,2,2,6,6,6,6,6,2,5,4,6,5,2,3,50,"65392"
2,5,5,5,6,4,5,5,4,4,4,2,5,5,4,4,4,5,4,4,4,3,4,5,3,2,3,19,"65395"
2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,6,4,2,2,3,5,2,2,2,5,25,"65401"
1,6,6,4,6,4,4,1,5,5,4,5,5,2,2,5,5,5,6,2,5,1,6,6,2,1,3,19,"65402"
1,6,6,6,6,6,6,4,1,3,6,4,5,5,6,6,6,3,1,4,3,5,6,4,4,1,4,22,"65403"
4,5,4,6,5,4,3,1,4,6,3,1,,6,6,4,6,5,6,6,6,6,3,6,5,2,4,26,"65404"
1,5,6,4,6,2,5,5,6,5,2,1,6,5,6,4,5,3,4,4,5,5,6,2,4,2,5,29,"65405"
1,5,6,6,1,1,6,5,1,1,1,1,5,6,1,5,2,1,5,5,6,4,5,1,2,2,5,38,"65407"
3,4,3,5,4,5,5,4,3,2,6,6,2,2,3,4,4,2,3,2,6,1,5,6,1,1,5,32,"65408"
3,6,6,5,5,4,3,4,4,5,2,2,5,6,6,3,5,4,4,5,6,4,4,5,3,2,3,23,"65411"
6,4,1,5,4,5,4,5,5,6,6,6,4,4,5,1,1,1,1,1,6,5,1,5,5,1,1,44,"65412"
2,4,4,5,5,5,6,5,1,3,2,3,4,5,4,3,5,5,3,6,4,3,4,5,2,2,3,35,"65413"
1,5,4,6,4,3,6,5,2,3,5,4,4,5,4,1,1,2,3,4,5,5,5,2,5,1,5,21,"65415"
1,5,5,6,5,5,4,4,2,5,1,5,5,6,2,1,1,1,2,6,4,2,5,5,6,2,5,29,"65417"
4,3,5,6,4,4,5,5,1,3,5,3,3,5,3,1,4,3,4,2,4,4,5,3,2,1,4,21,"65419"
1,6,6,6,3,1,6,5,1,1,2,,6,5,5,2,2,1,1,2,5,1,5,5,1,2,3,33,"65420"
6,6,4,4,4,4,5,5,2,5,5,1,2,6,5,5,4,6,4,5,5,4,4,4,3,2,4,23,"65421"
1,5,6,5,5,4,,5,4,5,4,4,4,4,3,2,4,3,3,2,4,2,6,6,1,2,2,57,"65424"
2,6,5,5,3,5,5,6,2,2,5,6,4,2,4,5,5,6,5,6,5,1,5,6,2,2,3,21,"65426"
1,6,6,4,6,4,5,5,2,2,1,1,4,6,5,2,2,2,4,2,5,4,5,5,2,2,5,42,"65428"
2,5,5,1,4,4,2,5,4,6,4,4,5,1,1,2,4,2,5,4,5,1,5,5,5,2,4,30,"65430"
5,4,5,6,2,6,4,3,6,4,3,4,5,5,6,5,6,6,3,3,5,2,4,6,2,1,2,39,"65432"
4,4,4,5,4,3,5,6,3,2,6,4,4,4,4,4,5,5,6,1,5,3,4,6,1,2,1,17,"65433"
2,6,6,6,5,5,5,5,2,2,1,2,5,6,5,2,2,1,1,2,5,3,5,5,2,2,5,36,"65434"
5,4,5,4,5,4,5,6,3,3,3,2,6,2,6,6,6,6,6,6,6,4,5,6,1,2,4,18,"65435"
6,6,6,5,5,6,5,6,1,2,1,2,5,6,6,1,1,1,1,1,6,1,5,1,1,1,1,20,"65437"
3,1,1,2,1,6,4,2,6,5,6,5,4,6,5,1,4,6,6,6,6,5,1,6,1,1,5,21,"65439"
2,6,6,2,4,5,4,4,4,6,3,2,4,5,4,4,4,3,5,2,6,1,4,6,1,1,2,20,"65440"
1,5,6,5,5,5,5,5,1,1,4,4,4,2,5,3,3,5,5,1,6,1,6,6,1,2,4,35,"65442"
1,6,6,6,4,1,5,6,1,1,1,1,5,2,6,3,4,4,1,1,5,4,4,2,3,2,3,26,"65445"
2,5,4,3,3,4,4,4,4,6,6,5,3,6,5,4,4,4,5,5,5,3,4,5,5,1,4,26,"65446"
1,6,6,6,6,5,3,1,6,2,4,2,6,3,6,6,6,6,6,6,6,1,6,6,1,2,2,40,"65448"
4,5,5,4,5,5,5,4,3,4,5,3,5,5,6,2,2,2,3,1,5,2,5,6,2,1,4,23,"65450"
3,4,3,1,3,6,4,4,4,5,2,4,2,2,5,3,4,5,3,2,4,1,5,5,3,1,5,25,"65452"
1,5,6,4,6,6,6,3,2,2,4,2,5,5,6,1,5,6,4,6,4,2,6,6,1,2,5,38,"65453"
3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,4,4,5,4,4,4,1,5,5,2,2,5,27,"65455"
1,6,5,4,4,4,5,2,3,5,1,3,3,4,5,2,3,5,6,2,5,1,5,5,2,2,,14,"65457"
1,5,6,5,2,5,5,3,2,3,1,1,5,6,5,1,2,5,2,1,6,4,5,2,4,2,1,27,"65458"
2,5,5,6,5,6,5,5,2,1,1,1,5,6,5,1,1,2,1,1,6,4,5,2,2,1,5,32,"65459"
1,5,6,5,6,4,4,5,2,4,2,1,6,6,6,2,4,2,4,1,6,1,5,6,2,1,5,39,"65460"
2,5,5,4,4,5,6,4,2,2,1,2,4,4,6,6,6,2,3,5,5,2,5,5,3,2,3,31,"65462"
5,5,2,2,4,4,6,5,4,5,4,4,4,6,4,6,6,5,6,4,5,4,5,5,5,1,5,31,"65466"
2,6,6,6,6,5,5,4,3,2,1,2,5,6,5,3,3,3,2,2,5,5,5,6,2,2,2,20,"65467"
1,5,4,4,5,5,4,4,1,2,1,1,4,5,5,3,3,2,3,2,4,4,4,6,3,2,5,32,"65470"
1,6,6,6,6,5,5,4,2,2,2,4,4,5,3,3,4,2,3,3,5,2,4,6,2,2,3,42,"65472"
1,5,5,6,4,4,4,4,2,2,1,4,3,6,4,,4,4,4,6,5,4,4,4,4,2,3,20,"65473"
4,4,5,4,4,5,3,3,2,3,3,4,5,3,5,2,4,4,3,4,4,2,4,4,3,2,3,26,"65474"
4,4,4,4,4,5,6,2,2,4,6,4,6,6,4,1,1,2,4,3,6,1,6,6,1,1,3,23,"65475"
1,6,5,5,5,5,2,5,3,5,4,4,5,4,3,4,4,5,6,4,6,4,6,6,1,1,3,32,"65476"
1,4,6,2,5,6,6,4,1,4,6,6,6,1,4,5,4,4,4,6,6,2,6,6,1,2,5,27,"65477"
1,6,5,6,5,6,5,5,2,3,5,6,2,3,4,3,4,2,5,2,4,3,4,5,2,2,3,19,"65479"
5,3,5,6,4,5,5,3,2,6,1,1,4,5,6,,5,6,4,2,6,5,3,6,3,2,3,43,"65484"
1,6,6,6,6,6,5,5,1,4,1,1,5,6,5,1,1,4,1,5,6,5,6,6,2,2,3,31,"65487"
1,6,4,2,6,4,4,6,5,1,2,2,2,4,4,3,3,1,1,5,4,6,1,5,5,2,5,25,"65488"
1,6,6,6,6,5,5,4,4,2,2,1,5,4,5,4,3,3,2,1,6,1,5,5,2,2,5,29,"65490"
3,6,5,6,6,3,2,4,3,6,1,1,5,6,6,1,2,2,1,1,5,3,5,4,6,1,3,42,"65491"
5,5,5,5,3,4,5,5,1,2,1,2,4,5,6,5,4,4,2,6,4,5,5,4,2,2,3,39,"65494"
3,4,3,4,3,3,4,4,3,4,,5,3,1,1,3,4,3,4,5,3,4,3,4,3,2,5,31,"65496"
1,6,6,4,5,5,4,5,1,1,2,1,5,6,6,1,5,1,1,2,6,4,5,5,2,1,5,24,"65499"
1,4,4,6,4,5,5,4,2,3,,4,2,3,4,3,3,4,4,3,3,1,3,5,1,2,5,45,"65501"
1,6,6,5,6,6,5,4,1,4,2,2,6,5,6,2,2,3,2,1,6,4,6,4,2,1,5,30,"65502"
5,2,2,4,4,5,5,5,1,1,6,5,2,2,5,3,2,2,5,2,2,1,4,4,6,2,4,21,"65503"
2,4,5,5,5,3,3,4,5,3,4,4,6,5,5,6,5,6,4,4,5,1,5,4,5,2,,14,"65504"
2,6,5,5,5,5,6,5,2,2,1,2,4,6,6,1,2,2,2,3,6,1,5,6,4,2,3,25,"65506"
1,4,6,5,6,6,4,4,5,6,2,3,6,6,4,1,2,2,5,1,6,2,5,5,3,2,2,48,"65510"
2,6,4,3,4,1,4,1,4,6,1,6,2,2,6,6,6,6,6,5,3,6,3,5,6,2,3,40,"65511"
1,4,4,4,4,5,5,3,2,4,2,4,3,4,4,4,4,4,4,5,6,4,4,6,1,1,4,44,"65512"
2,4,4,6,4,5,6,4,1,5,2,4,4,5,3,4,5,5,5,5,4,2,5,6,2,2,4,36,"65515"
5,2,2,2,4,2,2,4,6,4,4,4,4,2,2,3,5,4,6,3,6,1,5,6,4,2,2,28,"65519"
1,5,5,6,5,5,5,5,1,4,2,3,4,5,4,1,1,1,1,4,5,1,4,5,2,1,3,39,"65522"
1,5,5,5,4,4,5,5,4,6,4,5,5,2,5,4,,5,5,4,6,4,5,5,4,2,4,35,"65523"
2,5,5,5,6,6,5,6,1,1,2,1,6,5,5,2,2,1,1,1,5,1,6,4,1,1,3,33,"65524"
2,5,5,6,4,4,4,4,2,3,3,3,4,4,4,1,2,1,2,1,4,3,4,4,3,2,3,21,"65526"
4,5,5,6,4,6,6,6,1,2,2,3,4,4,6,3,4,4,2,4,4,3,6,6,1,1,3,19,"65527"
2,2,5,5,3,3,4,3,2,3,2,2,3,5,2,3,3,4,2,3,5,1,5,5,2,1,4,45,"65528"
2,5,4,4,4,3,4,5,2,2,4,5,2,4,3,2,2,2,2,3,3,2,2,6,3,2,4,49,"65529"
1,4,3,4,5,5,4,5,2,1,5,2,4,4,5,3,2,5,2,4,5,3,4,5,2,2,4,23,"65532"
4,5,5,6,5,5,5,3,2,4,1,4,4,6,6,1,3,1,1,1,6,2,6,5,1,2,3,27,"65536"
1,6,6,5,6,6,3,4,1,3,1,1,6,5,6,3,2,1,1,,6,1,1,6,1,2,5,52,"65538"
3,4,4,6,3,4,4,2,2,5,4,4,3,4,3,4,5,4,4,3,,5,5,4,4,2,5,40,"65545"
2,6,5,6,6,6,5,5,2,4,4,4,6,6,6,3,4,4,4,2,5,2,5,6,4,1,5,29,"65547"
2,4,5,4,4,6,6,,1,1,2,2,2,5,5,2,2,1,2,2,5,2,,4,2,2,3,49,"65548"
2,4,4,3,4,2,4,4,6,6,3,4,1,2,6,6,6,3,6,5,5,5,4,1,3,2,2,30,"65549"
2,5,5,4,5,5,4,4,1,3,2,3,4,5,5,3,4,3,2,2,4,2,4,6,1,2,3,25,"65551"
1,5,5,6,6,5,6,6,1,1,5,4,5,5,6,1,4,1,4,1,,5,5,6,5,2,5,45,"65552"
1,6,6,6,6,4,4,4,2,2,1,1,6,6,6,1,2,3,1,1,6,1,6,4,1,2,3,27,"65556"
1,6,5,4,6,5,5,5,2,3,4,4,3,2,3,5,4,6,5,6,6,1,5,5,1,2,3,29,"65557"
1,6,5,4,5,6,2,5,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,6,1,1,5,26,"65563"
2,5,6,5,6,6,5,1,4,1,1,1,5,6,5,1,1,4,1,1,6,6,4,6,5,1,4,32,"65564"
5,2,3,4,2,6,6,6,1,1,5,5,2,2,5,5,6,2,2,1,5,1,5,4,2,1,5,29,"65565"
2,6,5,6,3,6,6,6,1,1,5,,2,6,5,2,2,1,1,2,6,1,6,4,1,2,3,52,"65566"
1,6,4,6,4,6,5,5,5,5,4,5,3,2,4,5,6,5,2,4,6,1,4,6,1,1,5,54,"65568"
2,5,6,4,6,4,5,6,3,2,2,2,6,6,5,4,4,3,2,3,6,2,5,5,2,2,3,20,"65569"
1,6,6,6,6,5,5,4,3,5,3,5,5,4,5,3,4,2,4,5,6,3,5,6,3,2,1,16,"65571"
1,5,5,5,5,5,2,2,6,5,6,4,2,6,4,1,2,3,,1,6,6,5,2,5,1,4,36,"65575"
3,2,3,5,3,1,5,2,4,6,5,6,2,1,1,6,6,6,4,5,4,1,1,6,1,2,3,22,"65577"
